number,title,slug,url,difficulty,tags,submission_id,submitted_at,language,runtime,memory,code_path,leetcode_notes,raw_comments,thought_process,notes,core_insight,pattern,mistakes,edge_cases,time_complexity,space_complexity,review_state,next_review,last_review,stability,fsrs_difficulty,retrievability,reps,lapses
542,01 Matrix,01-matrix,https://leetcode.com/problems/01-matrix/,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix",2124645352,2026-08-30T05:07:20+00:00,python3,101 ms,22.3 MB,542-01-matrix.py,,"nearest = min 
we can use multi-source bfs from a cell, if we hit a zero, we just return the current distance for each cell to a zero 
initialize a 2d grid with the distances set at -1 
TC: O(RC); Space: O(RC) every cell is visited at most once
divergences:
had to remember how multisource bfs worked; our initial state and what we're measuring the distance from are the cells that are already 0, which is why we put it into the queue
then whatever distance we return must be the min because bfs works level by level","nearest = min 
we can use multi-source bfs from a cell, if we hit a zero, we just return the current distance for each cell to a zero 
initialize a 2d grid with the distances set at -1 
TC: O(RC); Space: O(RC) every cell is visited at most once","had to remember how multisource bfs worked; our initial state and what we're measuring the distance from are the cells that are already 0, which is why we put it into the queue
then whatever distance we return must be the min because bfs works level by level",,,,,O(RC); Space: O(RC) every cell is visited at most once,,new,,,,,,0,0
543,Diameter of Binary Tree,diameter-of-binary-tree,https://leetcode.com/problems/diameter-of-binary-tree/,Easy,"Tree, Depth-First Search, Binary Tree, DP on Trees",2070931965,2026-07-17T09:30:28+00:00,python3,5 ms,22.2 MB,543-diameter-of-binary-tree.py,,"Definition for a binary tree node.
class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right
base case",,,,,,,,,new,,,,,,0,0
621,Task Scheduler,task-scheduler,https://leetcode.com/problems/task-scheduler/,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",1873942524,2026-01-04T07:32:39+00:00,python3,120 ms,19.6 MB,621-task-scheduler.py,,,,,,,,,,,new,,,,,,0,0
695,Max Area of Island,max-area-of-island,https://leetcode.com/problems/max-area-of-island/,Medium,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix",2126567712,2026-08-31T20:08:05+00:00,python3,15 ms,20.7 MB,695-max-area-of-island.py,,sink the current to mark as visited,,,,,,,,,new,2026-08-31T20:08:05+00:00,,,,,0,0
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",2088949550,2026-07-31T15:10:31+00:00,python3,27 ms,19.4 MB,698-partition-to-k-equal-sum-subsets.py,,"If the total sum is not divisible cleanly by k, it is impossible
If the largest number exceeds the target subset size, it cannot fit
Base Case: All items successfully placed into a bucket
Try placing nums[index] into bucket i
Move to the next element in nums
Backtrack / Undo choice
Pruning Optimization: Avoid duplicate work
If this bucket is 0, trying subsequent empty buckets yields the same result",,,,,,,,,new,,,,,,0,0
704,Binary Search,binary-search,https://leetcode.com/problems/binary-search/,Easy,"Array, Binary Search",1877105946,2026-01-07T03:36:00+00:00,python3,0 ms,20.6 MB,704-binary-search.py,,,,,,,,,,,new,,,,,,0,0
721,Accounts Merge,accounts-merge,https://leetcode.com/problems/accounts-merge/,Medium,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union-Find, Sorting",2104294714,2026-08-12T14:26:04+00:00,python3,27 ms,26.7 MB,721-accounts-merge.py,[ Time taken: 16m 12s ],"can we not like think of this question as like a graph question?
we can create an adjacency list of these account emails and if they 
contain the same person we just merge the emails right (?)
then we can like DFS through 
we connect the first email to the rest of the emails the account has
DFS portion",,,,,,,,,new,,,,,,0,0
733,Flood Fill,flood-fill,https://leetcode.com/problems/flood-fill/,Easy,"Array, Depth-First Search, Breadth-First Search, Matrix",2105501276,2026-08-13T14:00:36+00:00,python3,0 ms,19.6 MB,733-flood-fill.py,[ Time taken: 10hrs 37m 46s ],"we can just use dfs for this, first we change the starting pixel's color to color
then we run dfs only on the pixels that are the same color as the old color",,,,,,,,,new,,,,,,0,0
739,Daily Temperatures,daily-temperatures,https://leetcode.com/problems/daily-temperatures/,Medium,"Array, Stack, Monotonic Stack",2127440892,2026-09-01T16:12:51+00:00,python3,103 ms,28.2 MB,739-daily-temperatures.py,,"we can use a stack for this question storing the temperature
and then we compare it to the next in the list until we get a hotter temperature
then we just subtract the idx of the hotter temperature and at the end we return the stack",,,,,,,,,new,2026-09-01T16:23:43+00:00,,,,,0,0
739,Daily Temperatures,daily-temperatures,https://leetcode.com/problems/daily-temperatures/,Medium,"Array, Stack, Monotonic Stack",2127455280,2026-09-01T16:23:43+00:00,python3,99 ms,28.3 MB,739-daily-temperatures.py,,"we can use a stack for this question storing the index of the temperature
we store the days that have not resolved when there is a warmer temp
then we go through the temperatures and compare; if the temperature is hotter than the one on the stack, we pop the index and append the difference between the current temp and the temp on the stack to resolve it
if the current temperature is hotter than the temperature on the top of the stack
pop it and then append the result to the idx of the temperature on the stack because we found a hotter day
divergences:
just misrepresented the stack
stack should represent the index of unresolved temps and not the temps themselves
TC: O(n) b/c push pop are O(1) but we traverse through the whole list 
SC: O(n) b/c we store all the idx at most once ","we can use a stack for this question storing the index of the temperature
we store the days that have not resolved when there is a warmer temp
then we go through the temperatures and compare; if the temperature is hotter than the one on the stack, we pop the index and append the difference between the current temp and the temp on the stack to resolve it
if the current temperature is hotter than the temperature on the top of the stack
pop it and then append the result to the idx of the temperature on the stack because we found a hotter day","just misrepresented the stack
stack should represent the index of unresolved temps and not the temps themselves
TC: O(n) b/c push pop are O(1) but we traverse through the whole list 
SC: O(n) b/c we store all the idx at most once ",,,,,O(n) b/c push pop are O(1) but we traverse through the whole list,O(n) b/c we store all the idx at most once,new,2026-09-01T16:23:43+00:00,,,,,0,0
743,Network Delay Time,network-delay-time,https://leetcode.com/problems/network-delay-time/,Medium,"Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Shortest Path, Dijkstra's Algorithm",2091458359,2026-08-02T14:15:04+00:00,python3,330 ms,21.9 MB,743-network-delay-time.py,,"do we just use dijkstras for this, find the shortest path from the source node 
build the adjacency list
initialize min heap w/ (distance, node)
skip if we already visited the node 
add the node to the visited set
keep track of the max distance/time we have
once we have visited all the nodes stop early
explore the neighbors",,,,,,,,,new,,,,,,0,0
785,Is Graph Bipartite?,is-graph-bipartite,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Graph Coloring, Bipartite Graph",2091073505,2026-08-02T07:55:05+00:00,python3,26 ms,20.7 MB,785-is-graph-bipartite.py,,"correctness condition: we have two approaches we could do, one where we do two-coloring, and nodes that are connected cannot be the same color, if they are the same color it is not bipartite 
the other way is basically the same idea but we check for no odd length cycles, if there is an odd length cycle the graph is not bipartite. ",,,,,,,,,new,,,,,,0,0
785,Is Graph Bipartite?,is-graph-bipartite,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Graph Coloring, Bipartite Graph",2091074281,2026-08-02T07:56:00+00:00,python3,11 ms,20.7 MB,785-is-graph-bipartite.py,,"correctness condition: we have two approaches we could do, one where we do two-coloring, and nodes that are connected cannot be the same color, if they are the same color it is not bipartite 
the other way is basically the same idea but we check for no odd length cycles, if there is an odd length cycle the graph is not bipartite. ",,,,,,,,,new,,,,,,0,0
785,Is Graph Bipartite?,is-graph-bipartite,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Graph Coloring, Bipartite Graph",2091075919,2026-08-02T07:57:47+00:00,python3,0 ms,20.5 MB,785-is-graph-bipartite.py,,"correctness condition: we have two approaches we could do, one where we do two-coloring, and nodes that are connected cannot be the same color, if they are the same color it is not bipartite 
the other way is basically the same idea but we check for no odd length cycles, if there is an odd length cycle the graph is not bipartite. ",,,,,,,,,new,,,,,,0,0
785,Is Graph Bipartite?,is-graph-bipartite,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Graph Coloring, Bipartite Graph",2091077142,2026-08-02T07:59:06+00:00,python3,3 ms,20.6 MB,785-is-graph-bipartite.py,,"correctness condition: we have two approaches we could do, one where we do two-coloring, and nodes that are connected cannot be the same color, if they are the same color it is not bipartite 
the other way is basically the same idea but we check for no odd length cycles, if there is an odd length cycle the graph is not bipartite. ",,,,,,,,,new,,,,,,0,0
785,Is Graph Bipartite?,is-graph-bipartite,https://leetcode.com/problems/is-graph-bipartite/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Graph Coloring, Bipartite Graph",2091077873,2026-08-02T07:59:57+00:00,python3,1 ms,20.7 MB,785-is-graph-bipartite.py,,"correctness condition: we have two approaches we could do, one where we do two-coloring, and nodes that are connected cannot be the same color, if they are the same color it is not bipartite 
the other way is basically the same idea but we check for no odd length cycles, if there is an odd length cycle the graph is not bipartite. ",,,,,,,,,new,,,,,,0,0
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/,Medium,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Shortest Path",2092736419,2026-08-03T14:28:35+00:00,python3,96 ms,19.9 MB,787-cheapest-flights-within-k-stops.py,,"this is the perfect question for bellman ford, dijkstras doesn't work because
of its greedy approach, which can sometimes ignore the true 'cheapest' path
initialize distance and predecessor
relax the edges |V| - 1 times",,,,,,,,,new,,,,,,0,0
876,Middle of the Linked List,middle-of-the-linked-list,https://leetcode.com/problems/middle-of-the-linked-list/,Easy,"Linked List, Two Pointers",1874622894,2026-01-04T20:08:27+00:00,python3,0 ms,17.1 MB,876-middle-of-the-linked-list.py,,"Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next",,,,,,,,,new,,,,,,0,0
877,Stone Game,stone-game,https://leetcode.com/problems/stone-game/,Medium,"Array, Math, Dynamic Programming, Minimax, Game Theory, Zero-Sum Game",2093942902,2026-08-04T12:10:57+00:00,python3,419 ms,136.8 MB,877-stone-game.py,,"Choice 1: take the leftmost number
Choice 2: take the rightmost number
maximize current player's score 
this means that the current player (e.g. player 1) has the higher score b/c the score diff is positive",,,,,,,,,new,,,,,,0,0
973,K Closest Points to Origin,k-closest-points-to-origin,https://leetcode.com/problems/k-closest-points-to-origin/,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect, K-D Tree",1870577779,2025-12-31T22:03:52+00:00,python3,43 ms,22.7 MB,973-k-closest-points-to-origin.py,,,,,,,,,,,new,,,,,,0,0
981,Time Based Key-Value Store,time-based-key-value-store,https://leetcode.com/problems/time-based-key-value-store/,Medium,"Hash Table, String, Binary Search, Design",2077155377,2026-07-22T13:29:49+00:00,python3,143 ms,69.9 MB,981-time-based-key-value-store.py,,"if the timestamp_prev is <= current timestamp
Your TimeMap object will be instantiated and called as such:
obj = TimeMap()
obj.set(key,value,timestamp)
param_2 = obj.get(key,timestamp)",,,,,,,,,new,,,,,,0,0
981,Time Based Key-Value Store,time-based-key-value-store,https://leetcode.com/problems/time-based-key-value-store/,Medium,"Hash Table, String, Binary Search, Design",2077159374,2026-07-22T13:33:20+00:00,python3,158 ms,69.6 MB,981-time-based-key-value-store.py,,"if the timestamp_prev is <= current timestamp
Your TimeMap object will be instantiated and called as such:
obj = TimeMap()
obj.set(key,value,timestamp)
param_2 = obj.get(key,timestamp)",,,,,,,,,new,,,,,,0,0
994,Rotting Oranges,rotting-oranges,https://leetcode.com/problems/rotting-oranges/,Medium,"Array, Breadth-First Search, Matrix",1847945894,2025-12-05T22:32:08+00:00,python3,0 ms,17.9 MB,994-rotting-oranges.py,,,,,,,,,,,new,,,,,,0,0
994,Rotting Oranges,rotting-oranges,https://leetcode.com/problems/rotting-oranges/,Medium,"Array, Breadth-First Search, Matrix",2091026699,2026-08-02T07:07:21+00:00,python3,2 ms,19.1 MB,994-rotting-oranges.py,,"pop the rotten oranges row, col",,,,,,,,,new,,,,,,0,0
994,Rotting Oranges,rotting-oranges,https://leetcode.com/problems/rotting-oranges/,Medium,"Array, Breadth-First Search, Matrix",2091030025,2026-08-02T07:10:27+00:00,python3,3 ms,19.3 MB,994-rotting-oranges.py,,"pop the rotten oranges (row, col)
search a level (in this case the adjacent oranges) of the rotten roanges 
rot the fresh oranges next to the current rotten oraange
append the coordiates of the new rotten oranges ",,,,,,,,,new,,,,,,0,0
1004,Max Consecutive Ones III,max-consecutive-ones-iii,https://leetcode.com/problems/max-consecutive-ones-iii/,Medium,"Array, Binary Search, Sliding Window, Prefix Sum",2084425263,2026-07-28T07:58:06+00:00,python3,59 ms,22.3 MB,1004-max-consecutive-ones-iii.py,,,,,,,,,,,new,,,,,,0,0
1046,Last Stone Weight,last-stone-weight,https://leetcode.com/problems/last-stone-weight/,Easy,"Array, Heap (Priority Queue)",2127344601,2026-09-01T14:51:22+00:00,python3,0 ms,19.4 MB,1046-last-stone-weight.py,,"we can use a max heap and store the two heaviest stones and then compare them in the heap
heaviest stone
second heaviest stone",,,,,,,,,new,2026-09-01T14:54:04+00:00,,,,,0,0
1046,Last Stone Weight,last-stone-weight,https://leetcode.com/problems/last-stone-weight/,Easy,"Array, Heap (Priority Queue)",2127347730,2026-09-01T14:54:04+00:00,python3,0 ms,19.5 MB,1046-last-stone-weight.py,,"we can use a max heap and store the two heaviest stones and then compare them in the heap
heaviest stone
second heaviest stone
divergences:
forgot everything about heaps; should revisit
python only has min_heap so we use negatives to make it a max heap
TC: O(nlogn) because creating the heap is O(n) but insert/delete is O(logn)
SC: O(n) we store all the values in stone at most once","we can use a max heap and store the two heaviest stones and then compare them in the heap
heaviest stone
second heaviest stone","forgot everything about heaps; should revisit
python only has min_heap so we use negatives to make it a max heap
TC: O(nlogn) because creating the heap is O(n) but insert/delete is O(logn)
SC: O(n) we store all the values in stone at most once",,,,,O(nlogn) because creating the heap is O(n) but insert/delete is O(logn),O(n) we store all the values in stone at most once,new,2026-09-01T14:54:04+00:00,,,,,0,0
1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,https://leetcode.com/problems/greatest-common-divisor-of-strings/,Easy,"Math, String, Euclidean Algorithm, Greatest Common Divisor",1516247692,2025-01-21T22:20:19+00:00,java,0 ms,42.4 MB,1071-greatest-common-divisor-of-strings.java,,,,,,,,,,,new,,,,,,0,0
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,Hard,"Array, Binary Search, Dynamic Programming, Sorting",1877077758,2026-01-07T02:48:09+00:00,python3,84 ms,33.3 MB,1235-maximum-profit-in-job-scheduling.py,,"sort the job by end time
find the rightmost index with end_time[prev] <= start
the jobs that can be included in job i must satisfy this condition
bisect_right gives us the first value of ends[i] > start so we -1 
profit if we take:
profit if we skip:
best up to i",,,,,,,,,new,,,,,,0,0
1510,Stone Game IV,stone-game-iv,https://leetcode.com/problems/stone-game-iv/,Hard,"Math, Dynamic Programming, Minimax, Game Theory, Nim Game, Sprague–Grundy Theorem, Zero-Sum Game",2101501764,2026-08-10T12:11:38+00:00,python3,1776 ms,50.2 MB,1510-stone-game-iv.py,,"so if n is a perfect root, Alice will win always because she can win in one move 
we try all the possible non-zero square number less than or equal to the remaining stones ",,,,,,,,,new,,,,,,0,0
1510,Stone Game IV,stone-game-iv,https://leetcode.com/problems/stone-game-iv/,Hard,"Math, Dynamic Programming, Minimax, Game Theory, Nim Game, Sprague–Grundy Theorem, Zero-Sum Game",2101507647,2026-08-10T12:18:01+00:00,python3,602 ms,20.1 MB,1510-stone-game-iv.py,,"so if n is a perfect root, Alice will win always because she can win in one move ",,,,,,,,,new,,,,,,0,0
1768,Merge Strings Alternately,merge-strings-alternately,https://leetcode.com/problems/merge-strings-alternately/,Easy,"Two Pointers, String",1516230580,2025-01-21T21:48:55+00:00,java,1 ms,42 MB,1768-merge-strings-alternately.java,,,,,,,,,,,new,,,,,,0,0
2043,Simple Bank System,simple-bank-system,https://leetcode.com/problems/simple-bank-system/,Medium,"Array, Hash Table, Design, Simulation",2093621009,2026-08-04T07:13:34+00:00,python3,25 ms,49.6 MB,2043-simple-bank-system.py,[ Time taken: 23hrs 33m 56s ],"Your Bank object will be instantiated and called as such:
obj = Bank(balance)
param_1 = obj.transfer(account1,account2,money)
param_2 = obj.deposit(account,money)
param_3 = obj.withdraw(account,money)",,,,,,,,,new,,,,,,0,0
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/,Medium,Linked List,2126387343,2026-08-31T17:11:11+00:00,python3,81 ms,63 MB,2058-find-the-minimum-and-maximum-number-of-nodes-between-critical-points.py,,"Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next
To find the critical points, we first check that the node has both a prev and next node, if it doesn't we can just skip it.
now for these nodes that have both prev and next, we just compare, there are 2 criterias:
local minima: must be strictly smaller than prev and next
local maxima: must be strictly greater than prev and next 
we have to store the position of the index of the critical point to find the distance 
must be atleast 3 nodes
init pointers
0-indexed and head is 0 
check if curr.next is local min or max
check if this is the first critical point, if it is we update
crit index already exist so update the min_dist
move pointers
if < 2 points were found, return [-1, -1]
max dist is the distance from the last crit index and first
divergences:
initially thought I had to store in a hashmap but we can just do find local min/max on the fly
max dist is always the distance between the last and first crit index we find 
TC: O(n) and O(1) space ","Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next
To find the critical points, we first check that the node has both a prev and next node, if it doesn't we can just skip it.
now for these nodes that have both prev and next, we just compare, there are 2 criterias:
local minima: must be strictly smaller than prev and next
local maxima: must be strictly greater than prev and next 
we have to store the position of the index of the critical point to find the distance 
must be atleast 3 nodes
init pointers
0-indexed and head is 0 
check if curr.next is local min or max
check if this is the first critical point, if it is we update
crit index already exist so update the min_dist
move pointers
if < 2 points were found, return [-1, -1]
max dist is the distance from the last crit index and first","initially thought I had to store in a hashmap but we can just do find local min/max on the fly
max dist is always the distance between the last and first crit index we find 
TC: O(n) and O(1) space ",,,,,O(n) and O(1) space,,review,2026-09-03T18:59:57.341203+00:00,2026-09-02T18:59:57.341203+00:00,1.2931,5.112170705601056,0.9166697187203525,1,0
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/,Medium,Linked List,2126389151,2026-08-31T17:12:32+00:00,python3,89 ms,63.2 MB,2058-find-the-minimum-and-maximum-number-of-nodes-between-critical-points.py,,"Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next
To find the critical points, we first check that the node has both a prev and next node, if it doesn't we can just skip it.
now for these nodes that have both prev and next, we just compare, there are 2 criterias:
local minima: must be strictly smaller than prev and next
local maxima: must be strictly greater than prev and next 
we have to store the position of the index of the critical point to find the distance 
must be atleast 3 nodes
init pointers
0-indexed and head is 0 
check if curr.next is local min or max
check if this is the first critical point, if it is we update
crit index already exist so update the min_dist
move pointers
if < 2 points were found, return [-1, -1]
max dist is the distance from the last crit index and first
divergences:
initially thought I had to store in a hashmap but we can just do find local min/max on the fly
max dist is always the distance between the last and first crit index we find 
TC: O(n) and O(1) space ","Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next
To find the critical points, we first check that the node has both a prev and next node, if it doesn't we can just skip it.
now for these nodes that have both prev and next, we just compare, there are 2 criterias:
local minima: must be strictly smaller than prev and next
local maxima: must be strictly greater than prev and next 
we have to store the position of the index of the critical point to find the distance 
must be atleast 3 nodes
init pointers
0-indexed and head is 0 
check if curr.next is local min or max
check if this is the first critical point, if it is we update
crit index already exist so update the min_dist
move pointers
if < 2 points were found, return [-1, -1]
max dist is the distance from the last crit index and first","initially thought I had to store in a hashmap but we can just do find local min/max on the fly
max dist is always the distance between the last and first crit index we find 
TC: O(n) and O(1) space ",,,,,O(n) and O(1) space,,review,2026-09-03T18:59:57.341203+00:00,2026-09-02T18:59:57.341203+00:00,1.2931,5.112170705601056,0.9166697187203525,1,0
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/,Medium,Linked List,2128875517,2026-09-02T18:51:50+00:00,python3,86 ms,62.9 MB,2058-find-the-minimum-and-maximum-number-of-nodes-between-critical-points.py,,"Definition for singly-linked list.
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next
has to be atleast 3 nodes
keep track of the most recent local idx of the critical point and the first one
keep track of the current index, we start at one because the head is at 0 
check whether it is a local min or max
if point is a critical point, we save the index
else we already have an index and we can find the min dist
increment the pointers
check if there is fewer than two distinct cirtical points:
max dist is always the latest crit point and the first crit point",,,,,,,,,review,2026-09-03T18:59:57.341203+00:00,2026-09-02T18:59:57.341203+00:00,1.2931,5.112170705601056,0.9166697187203525,1,0
2091,Removing Minimum and Maximum From Array,removing-minimum-and-maximum-from-array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/,Medium,"Array, Greedy",2124621450,2026-08-30T04:34:09+00:00,python3,21 ms,33.7 MB,2091-removing-minimum-and-maximum-from-array.py,,"first we can do one pass to find the max and min
after that, there are essentially three ways to find the number of deletions
deleting one way from either left or right
deleting one from both sides until we get to the center
keep track of left most and right most index values
option 1: go from front
option 2: go from back
option 3: go from each side ",,,,,,,,,new,,,,,,0,0
2091,Removing Minimum and Maximum From Array,removing-minimum-and-maximum-from-array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/,Medium,"Array, Greedy",2124622427,2026-08-30T04:35:36+00:00,python3,31 ms,33.5 MB,2091-removing-minimum-and-maximum-from-array.py,,"first we can do one pass to find the max and min
after that, there are essentially three ways to find the number of deletions
deleting one way from either left or right
deleting one from both sides until we get to the center
keep track of left most and right most index values
option 1: go from front
option 2: go from back
option 3: go from each side 
TC: O(n); we do one linear scan to find the min and max array   ",,,,,,,O(n); we do one linear scan to find the min and max array,,new,,,,,,0,0
2213,Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,https://leetcode.com/problems/longest-substring-of-one-repeating-character/,Hard,"Array, String, Segment Tree, Ordered Set",2105654538,2026-08-13T16:11:51+00:00,python3,2388 ms,138.7 MB,2213-longest-substring-of-one-repeating-character.py,[ Time taken: 11hrs 1m 30s ],"so we have queryIndicies which tells us which character in string s will be updated
and thne the ith query is what character we will update the string s[queryIndicies[i]] with in queryCharacters[i]
the issue is that we have to update the character and then do a pass to count the longest substring of s with only one charcter after the ith query is performed
if we did this naively, this wouldbe something along the lines of like two linear scans for n query, one to change the letter and one to keep track of the longest count, which would be extremely inefficient
We have to use a segment tree, however there is a chance that a run of a longest substring can cross the boundary betwee two child segments
e.g ""aaabb"" | ""bbccc"" the longestis actually bbbb when we combine it 
for every node, we store:
left_char, right_char, prefix, sufix, best, and length
unpack the two child summaries:
combined segment boundaries
default, prefix comes from left child
suffix comes from right child
best run might be insideon child
if boundary characters match, a repeating run can cross the middle and be the largest
if the entire left segment is the same character, its prefix can continue into the right segment
same for the right
leaf = one char
left char
right char
prefix
suffix
best
length
reached character being changed:
figure out which half contains the index
build from original string
perform each update
root represents the entire string, index 4 of our tuple is the ""best""",,,,,,,,,new,,,,,,0,0
2958,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/,Medium,"Array, Hash Table, Sliding Window",2104147210,2026-08-12T12:17:49+00:00,python3,247 ms,35.3 MB,2958-length-of-longest-subarray-with-at-most-k-frequency.py,[ Time taken: 2d 23hrs 5m 47s ],"first thoughts, we populate a frequency map with the number of
elements we have in our nums array
then, we can use a sliding window and expand our window as long as each value that we have is within k, if not we remove the first element and expand right ",,,,,,,,,new,,,,,,0,0
3043,Find the Length of the Longest Common Prefix,find-the-length-of-the-longest-common-prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/,Medium,"Array, Hash Table, String, Trie",2093635431,2026-08-04T07:27:39+00:00,python3,198 ms,29.9 MB,3043-find-the-length-of-the-longest-common-prefix.py,,"we can use a trie2
store all the possible prefixes of arr1 one a set",,,,,,,,,new,,,,,,0,0
3310,Remove Methods From Project,remove-methods-from-project,https://leetcode.com/problems/remove-methods-from-project/,Medium,"Depth-First Search, Breadth-First Search, Graph Theory",2095307664,2026-08-05T12:41:59+00:00,python3,358 ms,143.9 MB,3310-remove-methods-from-project.py,,"we would create an adj. list for all the nodes, and we check which nodes are adjacent to the suspicious node
if the suspicious node is not adjacent to any normal nodes, and if the node that it invokes is also not adjacent to a normal node, we return the suspicous node
if the suspicious node is adjacent and is invoked by a normal node, we check if the node that it invokes is adjacent as well, and we return the infected node if it is not adj. to a normal node, and we dont if it is 
e.g. we cannot remove any suspicious node if any infected node is invoked by a normal node 
this node is the ""suspicious node we start with k""
check if the neighbors of this node are infected, if not infect them
start from the suspicious node
after they are infected, we check if the infected nodes are not invoked by a normal node 
if it exits loop, that means that the infected are not invoked by a normal node and we return all the nodes not in infected",,,,,,,,,new,,,,,,0,0
3310,Remove Methods From Project,remove-methods-from-project,https://leetcode.com/problems/remove-methods-from-project/,Medium,"Depth-First Search, Breadth-First Search, Graph Theory",2095309453,2026-08-05T12:43:46+00:00,python3,371 ms,145.5 MB,3310-remove-methods-from-project.py,,"we would create an adj. list for all the nodes, and we check which nodes are adjacent to the suspicious node
if the suspicious node is not adjacent to any normal nodes, and if the node that it invokes is also not adjacent to a normal node, we return the suspicous node
if the suspicious node is adjacent and is invoked by a normal node, we check if the node that it invokes is adjacent as well, and we return the infected node if it is not adj. to a normal node, and we dont if it is 
e.g. we cannot remove any suspicious node if any infected node is invoked by a normal node 
check if the neighbors of this node are infected, if not infect them
start from the suspicious node
after they are infected, we check if the infected nodes are not invoked by a normal node 
if it exits loop, that means that the infected are not invoked by a normal node and we return all the nodes not in infected",,,,,,,,,new,,,,,,0,0
3310,Remove Methods From Project,remove-methods-from-project,https://leetcode.com/problems/remove-methods-from-project/,Medium,"Depth-First Search, Breadth-First Search, Graph Theory",2095313355,2026-08-05T12:47:44+00:00,python3,327 ms,145.4 MB,3310-remove-methods-from-project.py,,"we would create an adj. list for all the nodes, and we check which nodes are adjacent to the suspicious node
if the suspicious node is not adjacent to any normal nodes, and if the node that it invokes is also not adjacent to a normal node, we return the suspicous node
if the suspicious node is adjacent and is invoked by a normal node, we check if the node that it invokes is adjacent as well, and we return the infected node if it is not adj. to a normal node, and we dont if it is 
e.g. we cannot remove any suspicious node if any infected node is invoked by a normal node 
O(1) look up, O(m + n) space
O(1)
check if the neighbors of this node are infected, if not infect them
start from the suspicious node  O(n + m)
after they are infected, we check if the infected nodes are not invoked by a normal node 
if it exits loop, that means that the infected are not invoked by a normal node and we return all the nodes not in infected
O(n)",,,,,,,,,new,,,,,,0,0
3345,Smallest Divisible Digit Product I,smallest-divisible-digit-product-i,https://leetcode.com/problems/smallest-divisible-digit-product-i/,Easy,"Math, Enumeration",2096577626,2026-08-06T11:13:29+00:00,python3,0 ms,19.4 MB,3345-smallest-divisible-digit-product-i.py,[ Time taken: 1d 18hrs 38m 15s ],,,,,,,,,,new,,,,,,0,0
